date,drug_id,location_id,demand_qty,fulfilled_qty,stockout_flag
2026-04-23,18,1,157,157,0
2026-04-23,18,2,205,205,0
2026-04-23,18,3,133,133,0
2026-04-23,18,4,155,155,0
2026-04-23,18,5,170,170,0
2026-04-23,19,1,199,199,0
2026-04-23,19,2,197,197,0
2026-04-23,19,3,163,163,0
2026-04-23,19,4,179,179,0
2026-04-23,19,5,164,164,0
2026-04-23,20,1,102,0,1
2026-04-23,20,2,118,118,0
2026-04-23,20,3,75,75,0
2026-04-23,20,4,93,93,0
2026-04-23,20,5,114,114,0
2026-04-23,21,1,175,0,1
2026-04-23,21,2,309,309,0
2026-04-23,21,3,150,150,0
2026-04-23,21,4,132,132,0
2026-04-23,21,5,173,173,0
2026-04-23,22,1,36,36,0
2026-04-23,22,2,53,46,1
2026-04-23,22,3,38,38,0
2026-04-23,22,4,38,38,0
2026-04-23,22,5,36,36,0
2026-04-23,23,1,133,133,0
2026-04-23,23,2,195,0,1
2026-04-23,23,3,115,0,1
2026-04-23,23,4,101,91,1
2026-04-23,23,5,124,124,0
2026-04-23,24,1,138,138,0
2026-04-23,24,2,137,137,0
2026-04-23,24,3,88,88,0
2026-04-23,24,4,118,118,0
2026-04-23,24,5,101,101,0
2026-04-23,25,1,135,135,0
2026-04-23,25,2,189,189,0
2026-04-23,25,3,127,127,0
2026-04-23,25,4,139,139,0
2026-04-23,25,5,190,190,0
2026-04-24,1,1,221,221,0
2026-04-24,1,2,166,166,0
2026-04-24,1,3,121,121,0
2026-04-24,1,4,139,139,0
2026-04-24,1,5,128,128,0
2026-04-24,2,1,114,114,0
2026-04-24,2,2,184,184,0
2026-04-24,2,3,151,20,1
2026-04-24,2,4,109,109,0
2026-04-24,2,5,125,125,0
2026-04-24,3,1,175,175,0
2026-04-24,3,2,199,199,0
2026-04-24,3,3,139,139,0
2026-04-24,3,4,136,136,0
2026-04-24,3,5,188,188,0
2026-04-24,4,1,153,153,0
2026-04-24,4,2,197,197,0
2026-04-24,4,3,147,147,0
2026-04-24,4,4,140,0,1
2026-04-24,4,5,148,148,0
2026-04-24,5,1,66,66,0
2026-04-24,5,2,130,130,0
2026-04-24,5,3,53,53,0
2026-04-24,5,4,55,55,0
2026-04-24,5,5,66,66,0
2026-04-24,6,1,208,208,0
2026-04-24,6,2,228,228,0
2026-04-24,6,3,161,161,0
2026-04-24,6,4,167,167,0
2026-04-24,6,5,181,181,0
2026-04-24,7,1,45,45,0
2026-04-24,7,2,63,63,0
2026-04-24,7,3,44,44,0
2026-04-24,7,4,45,45,0
2026-04-24,7,5,65,65,0
2026-04-24,8,1,129,129,0
2026-04-24,8,2,128,128,0
2026-04-24,8,3,110,110,0
2026-04-24,8,4,107,23,1
2026-04-24,8,5,120,120,0
2026-04-24,9,1,221,221,0
2026-04-24,9,2,157,157,0
2026-04-24,9,3,137,137,0
2026-04-24,9,4,114,114,0
2026-04-24,9,5,148,148,0
2026-04-24,10,1,100,100,0
2026-04-24,10,2,109,109,0
2026-04-24,10,3,80,80,0
2026-04-24,10,4,79,79,0
2026-04-24,10,5,92,92,0
2026-04-24,11,1,76,76,0
2026-04-24,11,2,126,126,0
2026-04-24,11,3,82,82,0
2026-04-24,11,4,89,89,0
2026-04-24,11,5,95,0,1
2026-04-24,12,1,103,103,0
2026-04-24,12,2,134,134,0
2026-04-24,12,3,102,102,0
2026-04-24,12,4,117,117,0
2026-04-24,12,5,97,97,0
2026-04-24,13,1,115,88,1
2026-04-24,13,2,186,186,0
2026-04-24,13,3,69,69,0
2026-04-24,13,4,85,85,0
2026-04-24,13,5,93,90,1
2026-04-24,14,1,196,196,0
2026-04-24,14,2,232,232,0
2026-04-24,14,3,176,176,0
2026-04-24,14,4,167,167,0
2026-04-24,14,5,179,179,0
2026-04-24,15,1,112,112,0
2026-04-24,15,2,137,0,1
2026-04-24,15,3,87,87,0
2026-04-24,15,4,101,101,0
2026-04-24,15,5,104,0,1
2026-04-24,16,1,65,65,0
2026-04-24,16,2,78,78,0
2026-04-24,16,3,71,71,0
2026-04-24,16,4,60,60,0
2026-04-24,16,5,54,54,0
2026-04-24,17,1,65,65,0
2026-04-24,17,2,91,0,1
2026-04-24,17,3,52,52,0
2026-04-24,17,4,55,55,0
2026-04-24,17,5,64,64,0
2026-04-24,18,1,179,179,0
2026-04-24,18,2,197,197,0
2026-04-24,18,3,135,135,0
2026-04-24,18,4,150,150,0
2026-04-24,18,5,186,186,0
2026-04-24,19,1,198,198,0
2026-04-24,19,2,248,248,0
2026-04-24,19,3,139,139,0
2026-04-24,19,4,183,183,0
2026-04-24,19,5,178,178,0
2026-04-24,20,1,97,0,1
2026-04-24,20,2,112,112,0
2026-04-24,20,3,84,84,0
2026-04-24,20,4,83,83,0
2026-04-24,20,5,95,61,1
2026-04-24,21,1,163,0,1
2026-04-24,21,2,187,187,0
2026-04-24,21,3,139,139,0
2026-04-24,21,4,233,233,0
2026-04-24,21,5,165,139,1
2026-04-24,22,1,41,41,0
2026-04-24,22,2,98,0,1
2026-04-24,22,3,34,34,0
2026-04-24,22,4,38,38,0
2026-04-24,22,5,42,42,0
2026-04-24,23,1,141,141,0
2026-04-24,23,2,151,0,1
2026-04-24,23,3,111,0,1
2026-04-24,23,4,152,0,1
2026-04-24,23,5,112,112,0
2026-04-24,24,1,123,123,0
2026-04-24,24,2,150,150,0
2026-04-24,24,3,93,93,0
2026-04-24,24,4,88,88,0
2026-04-24,24,5,128,128,0
2026-04-24,25,1,150,150,0
2026-04-24,25,2,157,157,0
2026-04-24,25,3,113,113,0
2026-04-24,25,4,130,130,0
2026-04-24,25,5,124,124,0
2026-04-25,1,1,137,137,0
2026-04-25,1,2,162,162,0
2026-04-25,1,3,114,114,0
2026-04-25,1,4,143,143,0
2026-04-25,1,5,165,165,0
2026-04-25,2,1,167,167,0
2026-04-25,2,2,134,134,0
2026-04-25,2,3,86,86,0
2026-04-25,2,4,105,105,0
2026-04-25,2,5,112,112,0
2026-04-25,3,1,163,163,0
2026-04-25,3,2,176,176,0
2026-04-25,3,3,138,138,0
2026-04-25,3,4,129,129,0
2026-04-25,3,5,163,163,0
2026-04-25,4,1,181,181,0
2026-04-25,4,2,201,201,0
2026-04-25,4,3,123,123,0
2026-04-25,4,4,143,143,0
2026-04-25,4,5,153,153,0
2026-04-25,5,1,103,103,0
2026-04-25,5,2,98,98,0
2026-04-25,5,3,97,97,0
2026-04-25,5,4,59,59,0
2026-04-25,5,5,76,76,0
2026-04-25,6,1,183,158,1
2026-04-25,6,2,284,137,1
2026-04-25,6,3,147,147,0
2026-04-25,6,4,187,187,0
2026-04-25,6,5,171,171,0
2026-04-25,7,1,60,60,0
2026-04-25,7,2,68,68,0
2026-04-25,7,3,38,38,0
2026-04-25,7,4,70,70,0
2026-04-25,7,5,70,70,0
2026-04-25,8,1,111,111,0
2026-04-25,8,2,140,140,0
2026-04-25,8,3,116,116,0
2026-04-25,8,4,124,0,1
2026-04-25,8,5,111,111,0
2026-04-25,9,1,167,167,0
2026-04-25,9,2,201,201,0
2026-04-25,9,3,152,152,0
2026-04-25,9,4,130,130,0
2026-04-25,9,5,146,146,0
2026-04-25,10,1,89,89,0
2026-04-25,10,2,121,121,0
2026-04-25,10,3,79,79,0
2026-04-25,10,4,91,91,0
2026-04-25,10,5,89,89,0
2026-04-25,11,1,100,100,0
2026-04-25,11,2,115,115,0
2026-04-25,11,3,89,89,0
2026-04-25,11,4,102,102,0
2026-04-25,11,5,94,0,1
2026-04-25,12,1,141,141,0
2026-04-25,12,2,150,150,0
2026-04-25,12,3,89,89,0
2026-04-25,12,4,101,101,0
2026-04-25,12,5,93,93,0
2026-04-25,13,1,98,98,0
2026-04-25,13,2,113,113,0
2026-04-25,13,3,99,99,0
2026-04-25,13,4,96,96,0
2026-04-25,13,5,106,106,0
2026-04-25,14,1,228,228,0
2026-04-25,14,2,248,248,0
2026-04-25,14,3,152,152,0
2026-04-25,14,4,192,192,0
2026-04-25,14,5,190,190,0
2026-04-25,15,1,116,116,0
2026-04-25,15,2,144,0,1
2026-04-25,15,3,100,100,0
2026-04-25,15,4,105,105,0
2026-04-25,15,5,114,0,1
2026-04-25,16,1,50,50,0
2026-04-25,16,2,78,58,1
2026-04-25,16,3,47,47,0
2026-04-25,16,4,55,55,0
2026-04-25,16,5,71,71,0
2026-04-25,17,1,69,69,0
2026-04-25,17,2,88,0,1
2026-04-25,17,3,60,60,0
2026-04-25,17,4,51,51,0
2026-04-25,17,5,66,66,0
2026-04-25,18,1,174,174,0
2026-04-25,18,2,279,279,0
2026-04-25,18,3,150,150,0
2026-04-25,18,4,152,152,0
2026-04-25,18,5,181,181,0
2026-04-25,19,1,188,188,0
2026-04-25,19,2,214,214,0
2026-04-25,19,3,150,150,0
2026-04-25,19,4,160,160,0
2026-04-25,19,5,172,172,0
2026-04-25,20,1,108,0,1
2026-04-25,20,2,117,117,0
2026-04-25,20,3,92,92,0
2026-04-25,20,4,107,107,0
2026-04-25,20,5,98,0,1
2026-04-25,21,1,176,176,0
2026-04-25,21,2,292,292,0
2026-04-25,21,3,125,125,0
2026-04-25,21,4,167,167,0
2026-04-25,21,5,142,142,0
2026-04-25,22,1,37,37,0
2026-04-25,22,2,72,0,1
2026-04-25,22,3,45,45,0
2026-04-25,22,4,45,45,0
2026-04-25,22,5,52,52,0
2026-04-25,23,1,125,125,0
2026-04-25,23,2,199,0,1
2026-04-25,23,3,118,0,1
2026-04-25,23,4,113,0,1
2026-04-25,23,5,148,148,0
2026-04-25,24,1,113,113,0
2026-04-25,24,2,183,183,0
2026-04-25,24,3,88,88,0
2026-04-25,24,4,129,129,0
2026-04-25,24,5,111,111,0
2026-04-25,25,1,146,146,0
2026-04-25,25,2,174,174,0
2026-04-25,25,3,143,143,0
2026-04-25,25,4,119,119,0
2026-04-25,25,5,152,152,0
2026-04-26,1,1,145,145,0
2026-04-26,1,2,178,178,0
2026-04-26,1,3,121,121,0
2026-04-26,1,4,156,156,0
2026-04-26,1,5,149,149,0
2026-04-26,2,1,123,123,0
2026-04-26,2,2,140,140,0
2026-04-26,2,3,89,89,0
2026-04-26,2,4,100,100,0
2026-04-26,2,5,119,119,0
2026-04-26,3,1,164,164,0
2026-04-26,3,2,202,202,0
2026-04-26,3,3,132,132,0
2026-04-26,3,4,160,160,0
2026-04-26,3,5,157,157,0
2026-04-26,4,1,166,166,0
2026-04-26,4,2,195,43,1
2026-04-26,4,3,132,132,0
2026-04-26,4,4,166,166,0
2026-04-26,4,5,159,159,0
2026-04-26,5,1,68,68,0
2026-04-26,5,2,80,80,0
2026-04-26,5,3,60,60,0
2026-04-26,5,4,74,74,0
2026-04-26,5,5,76,76,0
2026-04-26,6,1,206,0,1
2026-04-26,6,2,227,227,0
2026-04-26,6,3,158,158,0
2026-04-26,6,4,196,196,0
2026-04-26,6,5,184,184,0
2026-04-26,7,1,56,12,1
2026-04-26,7,2,64,64,0
2026-04-26,7,3,42,42,0
2026-04-26,7,4,51,51,0
2026-04-26,7,5,39,39,0
2026-04-26,8,1,138,138,0
2026-04-26,8,2,161,161,0
2026-04-26,8,3,125,125,0
2026-04-26,8,4,129,0,1
2026-04-26,8,5,122,122,0
2026-04-26,9,1,165,165,0
2026-04-26,9,2,247,247,0
2026-04-26,9,3,112,112,0
2026-04-26,9,4,130,130,0
2026-04-26,9,5,157,157,0
2026-04-26,10,1,120,120,0
2026-04-26,10,2,136,136,0
2026-04-26,10,3,82,82,0
2026-04-26,10,4,110,110,0
2026-04-26,10,5,104,104,0
2026-04-26,11,1,153,153,0
2026-04-26,11,2,130,130,0
2026-04-26,11,3,97,97,0
2026-04-26,11,4,66,66,0
2026-04-26,11,5,82,0,1
2026-04-26,12,1,118,118,0
2026-04-26,12,2,154,154,0
2026-04-26,12,3,103,103,0
2026-04-26,12,4,102,102,0
2026-04-26,12,5,105,105,0
2026-04-26,13,1,96,96,0
2026-04-26,13,2,110,110,0
2026-04-26,13,3,87,87,0
2026-04-26,13,4,98,98,0
2026-04-26,13,5,94,94,0
2026-04-26,14,1,199,199,0
2026-04-26,14,2,258,258,0
2026-04-26,14,3,145,145,0
2026-04-26,14,4,171,171,0
2026-04-26,14,5,221,221,0
2026-04-26,15,1,117,117,0
2026-04-26,15,2,141,0,1
2026-04-26,15,3,107,107,0
2026-04-26,15,4,73,73,0
2026-04-26,15,5,92,0,1
2026-04-26,16,1,68,68,0
2026-04-26,16,2,81,0,1
2026-04-26,16,3,56,56,0
2026-04-26,16,4,54,54,0
2026-04-26,16,5,49,49,0
2026-04-26,17,1,58,58,0
2026-04-26,17,2,93,93,0
2026-04-26,17,3,61,61,0
2026-04-26,17,4,54,54,0
2026-04-26,17,5,62,62,0
2026-04-26,18,1,172,172,0
2026-04-26,18,2,193,193,0
2026-04-26,18,3,138,138,0
2026-04-26,18,4,169,169,0
2026-04-26,18,5,163,163,0
2026-04-26,19,1,177,177,0
2026-04-26,19,2,217,217,0
2026-04-26,19,3,157,157,0
2026-04-26,19,4,152,152,0
2026-04-26,19,5,221,221,0
2026-04-26,20,1,152,152,0
2026-04-26,20,2,114,114,0
2026-04-26,20,3,102,102,0
2026-04-26,20,4,94,94,0
2026-04-26,20,5,95,0,1
2026-04-26,21,1,187,187,0
2026-04-26,21,2,201,201,0
2026-04-26,21,3,144,144,0
2026-04-26,21,4,176,176,0
2026-04-26,21,5,184,184,0
2026-04-26,22,1,31,31,0
2026-04-26,22,2,50,0,1
2026-04-26,22,3,39,39,0
2026-04-26,22,4,45,45,0
2026-04-26,22,5,49,49,0
2026-04-26,23,1,121,121,0
2026-04-26,23,2,151,151,0
2026-04-26,23,3,116,0,1
2026-04-26,23,4,111,0,1
2026-04-26,23,5,113,113,0
2026-04-26,24,1,129,129,0
2026-04-26,24,2,131,131,0
2026-04-26,24,3,105,105,0
2026-04-26,24,4,99,99,0
2026-04-26,24,5,102,102,0
2026-04-26,25,1,149,95,1
2026-04-26,25,2,180,180,0
2026-04-26,25,3,186,186,0
2026-04-26,25,4,150,150,0
2026-04-26,25,5,131,131,0
2026-04-27,1,1,164,164,0
2026-04-27,1,2,192,192,0
2026-04-27,1,3,124,124,0
2026-04-27,1,4,139,139,0
2026-04-27,1,5,153,153,0
2026-04-27,2,1,113,113,0
2026-04-27,2,2,156,156,0
2026-04-27,2,3,90,90,0
2026-04-27,2,4,100,100,0
2026-04-27,2,5,121,121,0
2026-04-27,3,1,144,144,0
2026-04-27,3,2,197,197,0
2026-04-27,3,3,122,122,0
2026-04-27,3,4,143,143,0
2026-04-27,3,5,148,67,1
2026-04-27,4,1,177,177,0
2026-04-27,4,2,196,196,0
2026-04-27,4,3,131,131,0
2026-04-27,4,4,137,137,0
2026-04-27,4,5,144,144,0
2026-04-27,5,1,77,77,0
2026-04-27,5,2,61,61,0
2026-04-27,5,3,55,55,0
2026-04-27,5,4,63,63,0
2026-04-27,5,5,56,56,0
2026-04-27,6,1,221,0,1
2026-04-27,6,2,228,228,0
2026-04-27,6,3,160,160,0
2026-04-27,6,4,169,169,0
2026-04-27,6,5,202,202,0
2026-04-27,7,1,67,0,1
2026-04-27,7,2,63,63,0
2026-04-27,7,3,48,48,0
2026-04-27,7,4,55,22,1
2026-04-27,7,5,72,72,0
2026-04-27,8,1,133,133,0
2026-04-27,8,2,142,142,0
2026-04-27,8,3,110,110,0
2026-04-27,8,4,125,0,1
2026-04-27,8,5,145,145,0
2026-04-27,9,1,139,139,0
2026-04-27,9,2,202,202,0
2026-04-27,9,3,189,189,0
2026-04-27,9,4,124,124,0
2026-04-27,9,5,130,130,0
2026-04-27,10,1,107,107,0
2026-04-27,10,2,123,123,0
2026-04-27,10,3,77,77,0
2026-04-27,10,4,105,105,0
2026-04-27,10,5,90,90,0
2026-04-27,11,1,105,105,0
2026-04-27,11,2,111,111,0
2026-04-27,11,3,87,87,0
2026-04-27,11,4,76,76,0
2026-04-27,11,5,128,0,1
2026-04-27,12,1,108,108,0
2026-04-27,12,2,144,144,0
2026-04-27,12,3,110,110,0
2026-04-27,12,4,102,102,0
2026-04-27,12,5,112,112,0
2026-04-27,13,1,109,109,0
2026-04-27,13,2,116,116,0
2026-04-27,13,3,101,101,0
2026-04-27,13,4,99,99,0
2026-04-27,13,5,103,103,0
2026-04-27,14,1,236,236,0
2026-04-27,14,2,232,232,0
2026-04-27,14,3,199,199,0
2026-04-27,14,4,190,190,0
2026-04-27,14,5,201,201,0
2026-04-27,15,1,126,126,0
2026-04-27,15,2,130,130,0
2026-04-27,15,3,99,99,0
2026-04-27,15,4,113,113,0
2026-04-27,15,5,115,0,1
2026-04-27,16,1,57,57,0
2026-04-27,16,2,88,0,1
2026-04-27,16,3,45,45,0
2026-04-27,16,4,51,51,0
2026-04-27,16,5,58,58,0
2026-04-27,17,1,66,66,0
2026-04-27,17,2,116,116,0
2026-04-27,17,3,48,48,0
2026-04-27,17,4,57,57,0
2026-04-27,17,5,67,67,0
2026-04-27,18,1,171,171,0
2026-04-27,18,2,179,179,0
2026-04-27,18,3,138,138,0
2026-04-27,18,4,154,154,0
2026-04-27,18,5,177,177,0
2026-04-27,19,1,175,175,0
2026-04-27,19,2,230,230,0
2026-04-27,19,3,138,138,0
2026-04-27,19,4,151,151,0
2026-04-27,19,5,192,192,0
2026-04-27,20,1,104,104,0
2026-04-27,20,2,113,113,0
2026-04-27,20,3,133,133,0
2026-04-27,20,4,101,101,0
2026-04-27,20,5,109,0,1
2026-04-27,21,1,181,181,0
2026-04-27,21,2,216,216,0
2026-04-27,21,3,175,175,0
2026-04-27,21,4,148,148,0
2026-04-27,21,5,157,157,0
2026-04-27,22,1,45,45,0
2026-04-27,22,2,50,0,1
2026-04-27,22,3,29,1,1
2026-04-27,22,4,49,49,0
2026-04-27,22,5,42,42,0
2026-04-27,23,1,114,114,0
2026-04-27,23,2,167,167,0
2026-04-27,23,3,122,0,1
2026-04-27,23,4,126,0,1
2026-04-27,23,5,114,114,0
2026-04-27,24,1,111,111,0
2026-04-27,24,2,135,135,0
2026-04-27,24,3,78,78,0
2026-04-27,24,4,113,113,0
2026-04-27,24,5,108,108,0
2026-04-27,25,1,133,0,1
2026-04-27,25,2,198,198,0
2026-04-27,25,3,130,130,0
2026-04-27,25,4,120,120,0
2026-04-27,25,5,119,119,0
2026-04-28,1,1,197,197,0
2026-04-28,1,2,189,189,0
2026-04-28,1,3,115,115,0
2026-04-28,1,4,172,172,0
2026-04-28,1,5,157,157,0
2026-04-28,2,1,109,109,0
2026-04-28,2,2,164,164,0
2026-04-28,2,3,93,93,0
2026-04-28,2,4,102,102,0
2026-04-28,2,5,113,113,0
2026-04-28,3,1,154,154,0
2026-04-28,3,2,207,207,0
2026-04-28,3,3,137,137,0
2026-04-28,3,4,162,162,0
2026-04-28,3,5,161,0,1
2026-04-28,4,1,185,185,0
2026-04-28,4,2,205,205,0
2026-04-28,4,3,143,143,0
2026-04-28,4,4,172,172,0
2026-04-28,4,5,150,150,0
2026-04-28,5,1,105,105,0
2026-04-28,5,2,93,93,0
2026-04-28,5,3,60,60,0
2026-04-28,5,4,67,67,0
2026-04-28,5,5,95,95,0
2026-04-28,6,1,186,0,1
2026-04-28,6,2,250,250,0
2026-04-28,6,3,174,174,0
2026-04-28,6,4,182,182,0
2026-04-28,6,5,177,177,0
2026-04-28,7,1,66,66,0
2026-04-28,7,2,82,82,0
2026-04-28,7,3,62,62,0
2026-04-28,7,4,60,60,0
2026-04-28,7,5,60,60,0
2026-04-28,8,1,121,121,0
2026-04-28,8,2,174,174,0
2026-04-28,8,3,108,108,0
2026-04-28,8,4,131,131,0
2026-04-28,8,5,130,130,0
2026-04-28,9,1,187,187,0
2026-04-28,9,2,201,201,0
2026-04-28,9,3,128,128,0
2026-04-28,9,4,142,142,0
2026-04-28,9,5,143,143,0
2026-04-28,10,1,108,108,0
2026-04-28,10,2,129,129,0
2026-04-28,10,3,81,81,0
2026-04-28,10,4,80,80,0
2026-04-28,10,5,104,104,0
2026-04-28,11,1,93,93,0
2026-04-28,11,2,131,46,1
2026-04-28,11,3,75,75,0
2026-04-28,11,4,93,93,0
2026-04-28,11,5,90,0,1
2026-04-28,12,1,112,112,0
2026-04-28,12,2,133,133,0
2026-04-28,12,3,126,126,0
2026-04-28,12,4,103,103,0
2026-04-28,12,5,116,116,0
2026-04-28,13,1,100,100,0
2026-04-28,13,2,111,111,0
2026-04-28,13,3,79,79,0
2026-04-28,13,4,84,84,0
2026-04-28,13,5,85,85,0
2026-04-28,14,1,214,214,0
2026-04-28,14,2,231,231,0
2026-04-28,14,3,155,155,0
2026-04-28,14,4,167,167,0
2026-04-28,14,5,192,192,0
2026-04-28,15,1,131,131,0
2026-04-28,15,2,143,143,0
2026-04-28,15,3,84,84,0
2026-04-28,15,4,105,105,0
2026-04-28,15,5,116,116,0
2026-04-28,16,1,55,55,0
2026-04-28,16,2,80,0,1
2026-04-28,16,3,40,40,0
2026-04-28,16,4,63,63,0
2026-04-28,16,5,41,41,0
2026-04-28,17,1,66,66,0
2026-04-28,17,2,86,86,0
2026-04-28,17,3,61,61,0
2026-04-28,17,4,68,68,0
2026-04-28,17,5,51,51,0
2026-04-28,18,1,177,177,0
2026-04-28,18,2,200,200,0
2026-04-28,18,3,205,205,0
2026-04-28,18,4,136,136,0
2026-04-28,18,5,187,187,0
2026-04-28,19,1,178,178,0
2026-04-28,19,2,198,198,0
2026-04-28,19,3,148,148,0
2026-04-28,19,4,176,176,0
2026-04-28,19,5,162,162,0
2026-04-28,20,1,116,116,0
2026-04-28,20,2,133,133,0
2026-04-28,20,3,100,100,0
2026-04-28,20,4,106,106,0
2026-04-28,20,5,108,0,1
2026-04-28,21,1,174,174,0
2026-04-28,21,2,238,160,1
2026-04-28,21,3,129,129,0
2026-04-28,21,4,146,146,0
2026-04-28,21,5,183,183,0
2026-04-28,22,1,37,37,0
2026-04-28,22,2,65,0,1
2026-04-28,22,3,29,0,1
2026-04-28,22,4,40,40,0
2026-04-28,22,5,38,38,0
2026-04-28,23,1,132,132,0
2026-04-28,23,2,170,170,0
2026-04-28,23,3,88,0,1
2026-04-28,23,4,110,0,1
2026-04-28,23,5,135,135,0
2026-04-28,24,1,151,151,0
2026-04-28,24,2,131,131,0
2026-04-28,24,3,97,97,0
2026-04-28,24,4,118,118,0
2026-04-28,24,5,102,102,0
2026-04-28,25,1,238,0,1
2026-04-28,25,2,230,230,0
2026-04-28,25,3,115,115,0
2026-04-28,25,4,158,158,0
2026-04-28,25,5,128,128,0
2026-04-29,1,1,138,138,0
2026-04-29,1,2,186,186,0
2026-04-29,1,3,107,107,0
2026-04-29,1,4,127,127,0
2026-04-29,1,5,135,135,0
2026-04-29,2,1,93,93,0
2026-04-29,2,2,133,133,0
2026-04-29,2,3,98,98,0
2026-04-29,2,4,91,91,0
2026-04-29,2,5,100,100,0
2026-04-29,3,1,144,38,1
2026-04-29,3,2,190,190,0
2026-04-29,3,3,147,147,0
2026-04-29,3,4,150,150,0
2026-04-29,3,5,160,0,1
2026-04-29,4,1,183,183,0
2026-04-29,4,2,183,183,0
2026-04-29,4,3,135,135,0
2026-04-29,4,4,155,155,0
2026-04-29,4,5,176,176,0
2026-04-29,5,1,56,56,0
2026-04-29,5,2,126,126,0
2026-04-29,5,3,56,56,0
2026-04-29,5,4,66,66,0
2026-04-29,5,5,67,67,0
2026-04-29,6,1,188,188,0
2026-04-29,6,2,223,223,0
2026-04-29,6,3,167,167,0
2026-04-29,6,4,180,180,0
2026-04-29,6,5,181,181,0
2026-04-29,7,1,53,53,0
2026-04-29,7,2,58,58,0
2026-04-29,7,3,55,55,0
2026-04-29,7,4,54,54,0
2026-04-29,7,5,60,60,0
2026-04-29,8,1,126,126,0
2026-04-29,8,2,161,161,0
2026-04-29,8,3,106,106,0
2026-04-29,8,4,133,133,0
2026-04-29,8,5,193,193,0
2026-04-29,9,1,164,164,0
2026-04-29,9,2,216,216,0
2026-04-29,9,3,107,107,0
2026-04-29,9,4,148,148,0
2026-04-29,9,5,135,135,0
2026-04-29,10,1,101,101,0
2026-04-29,10,2,125,125,0
2026-04-29,10,3,79,79,0
2026-04-29,10,4,83,83,0
2026-04-29,10,5,88,88,0
2026-04-29,11,1,102,102,0
2026-04-29,11,2,129,129,0
2026-04-29,11,3,79,79,0
2026-04-29,11,4,105,105,0
2026-04-29,11,5,93,0,1
2026-04-29,12,1,127,127,0
2026-04-29,12,2,146,146,0
2026-04-29,12,3,110,110,0
2026-04-29,12,4,93,93,0
2026-04-29,12,5,119,119,0
2026-04-29,13,1,138,138,0
2026-04-29,13,2,123,123,0
2026-04-29,13,3,67,37,1
2026-04-29,13,4,89,89,0
2026-04-29,13,5,80,80,0
2026-04-29,14,1,224,224,0
2026-04-29,14,2,244,244,0
2026-04-29,14,3,171,55,1
2026-04-29,14,4,183,183,0
2026-04-29,14,5,256,256,0
2026-04-29,15,1,131,131,0
2026-04-29,15,2,134,134,0
2026-04-29,15,3,113,113,0
2026-04-29,15,4,108,108,0
2026-04-29,15,5,122,122,0
2026-04-29,16,1,97,97,0
2026-04-29,16,2,72,0,1
2026-04-29,16,3,57,57,0
2026-04-29,16,4,54,54,0
2026-04-29,16,5,61,61,0
2026-04-29,17,1,56,56,0
2026-04-29,17,2,71,71,0
2026-04-29,17,3,49,49,0
2026-04-29,17,4,59,59,0
2026-04-29,17,5,95,95,0
2026-04-29,18,1,188,188,0
2026-04-29,18,2,222,222,0
2026-04-29,18,3,158,158,0
2026-04-29,18,4,158,158,0
2026-04-29,18,5,166,166,0
2026-04-29,19,1,167,167,0
2026-04-29,19,2,235,235,0
2026-04-29,19,3,135,135,0
2026-04-29,19,4,185,185,0
2026-04-29,19,5,173,173,0
2026-04-29,20,1,127,127,0
2026-04-29,20,2,119,119,0
2026-04-29,20,3,100,100,0
2026-04-29,20,4,99,99,0
2026-04-29,20,5,104,104,0
2026-04-29,21,1,232,232,0
2026-04-29,21,2,204,0,1
2026-04-29,21,3,151,151,0
2026-04-29,21,4,174,174,0
2026-04-29,21,5,149,149,0
2026-04-29,22,1,37,37,0
2026-04-29,22,2,51,51,0
2026-04-29,22,3,33,33,0
2026-04-29,22,4,36,36,0
2026-04-29,22,5,41,41,0
2026-04-29,23,1,127,127,0
2026-04-29,23,2,230,96,1
2026-04-29,23,3,116,0,1
2026-04-29,23,4,123,123,0
2026-04-29,23,5,114,114,0
2026-04-29,24,1,113,113,0
2026-04-29,24,2,160,160,0
2026-04-29,24,3,88,88,0
2026-04-29,24,4,104,104,0
2026-04-29,24,5,109,109,0
2026-04-29,25,1,148,0,1
2026-04-29,25,2,193,193,0
2026-04-29,25,3,122,122,0
2026-04-29,25,4,164,164,0
2026-04-29,25,5,142,142,0
2026-04-30,1,1,147,147,0
2026-04-30,1,2,170,170,0
2026-04-30,1,3,127,127,0
2026-04-30,1,4,140,140,0
2026-04-30,1,5,132,132,0
2026-04-30,2,1,113,113,0
2026-04-30,2,2,155,155,0
2026-04-30,2,3,98,98,0
2026-04-30,2,4,95,95,0
2026-04-30,2,5,87,87,0
2026-04-30,3,1,157,157,0
2026-04-30,3,2,189,189,0
2026-04-30,3,3,121,121,0
2026-04-30,3,4,129,129,0
2026-04-30,3,5,159,0,1
2026-04-30,4,1,222,222,0
2026-04-30,4,2,222,222,0
2026-04-30,4,3,136,136,0
2026-04-30,4,4,177,148,1
2026-04-30,4,5,143,143,0
2026-04-30,5,1,75,75,0
2026-04-30,5,2,86,86,0
2026-04-30,5,3,45,14,1
2026-04-30,5,4,74,74,0
2026-04-30,5,5,75,75,0
2026-04-30,6,1,187,187,0
2026-04-30,6,2,223,223,0
2026-04-30,6,3,148,148,0
2026-04-30,6,4,174,174,0
2026-04-30,6,5,206,206,0
2026-04-30,7,1,56,56,0
