date,drug_id,location_id,opening_stock,received_qty,dispensed_qty,closing_stock,stockout_flag
2026-01-20,19,1,1339,0,180,1159,0
2026-01-20,19,2,572,0,182,390,0
2026-01-20,19,3,732,0,139,593,0
2026-01-20,19,4,75,0,75,0,1
2026-01-20,19,5,1059,0,179,880,0
2026-01-20,20,1,679,0,96,583,0
2026-01-20,20,2,285,0,110,175,0
2026-01-20,20,3,45,0,45,0,1
2026-01-20,20,4,386,0,107,279,0
2026-01-20,20,5,444,0,80,364,0
2026-01-20,21,1,835,0,161,674,0
2026-01-20,21,2,887,0,252,635,0
2026-01-20,21,3,305,685,147,843,0
2026-01-20,21,4,526,0,183,343,0
2026-01-20,21,5,726,703,152,1277,0
2026-01-20,22,1,244,0,27,217,0
2026-01-20,22,2,173,0,42,131,0
2026-01-20,22,3,171,0,42,129,0
2026-01-20,22,4,187,0,34,153,0
2026-01-20,22,5,158,222,33,347,0
2026-01-20,23,1,563,0,121,442,0
2026-01-20,23,2,500,0,139,361,0
2026-01-20,23,3,451,413,95,769,0
2026-01-20,23,4,607,0,116,491,0
2026-01-20,23,5,365,658,123,900,0
2026-01-20,24,1,0,0,0,0,1
2026-01-20,24,2,567,0,148,419,0
2026-01-20,24,3,393,0,84,309,0
2026-01-20,24,4,266,454,98,622,0
2026-01-20,24,5,313,541,119,735,0
2026-01-20,25,1,464,0,142,322,0
2026-01-20,25,2,315,0,146,169,0
2026-01-20,25,3,485,654,115,1024,0
2026-01-20,25,4,716,0,134,582,0
2026-01-20,25,5,546,0,134,412,0
2026-01-21,1,1,786,0,146,640,0
2026-01-21,1,2,1445,0,156,1289,0
2026-01-21,1,3,578,638,133,1083,0
2026-01-21,1,4,467,0,140,327,0
2026-01-21,1,5,985,0,141,844,0
2026-01-21,2,1,0,0,0,0,1
2026-01-21,2,2,882,0,137,745,0
2026-01-21,2,3,67,339,67,339,1
2026-01-21,2,4,635,0,111,524,0
2026-01-21,2,5,26,659,26,659,1
2026-01-21,3,1,1104,0,154,950,0
2026-01-21,3,2,1007,0,196,811,0
2026-01-21,3,3,815,0,178,637,0
2026-01-21,3,4,630,0,126,504,0
2026-01-21,3,5,384,0,150,234,0
2026-01-21,4,1,1058,0,147,911,0
2026-01-21,4,2,868,0,248,620,0
2026-01-21,4,3,411,532,120,823,0
2026-01-21,4,4,586,0,125,461,0
2026-01-21,4,5,436,982,151,1267,0
2026-01-21,5,1,429,0,67,362,0
2026-01-21,5,2,352,0,87,265,0
2026-01-21,5,3,139,336,57,418,0
2026-01-21,5,4,285,253,70,468,0
2026-01-21,5,5,0,0,0,0,1
2026-01-21,6,1,1081,0,263,818,0
2026-01-21,6,2,1714,0,244,1470,0
2026-01-21,6,3,1016,0,151,865,0
2026-01-21,6,4,816,0,179,637,0
2026-01-21,6,5,575,0,164,411,0
2026-01-21,7,1,0,0,0,0,1
2026-01-21,7,2,253,0,58,195,0
2026-01-21,7,3,240,0,45,195,0
2026-01-21,7,4,163,0,44,119,0
2026-01-21,7,5,197,0,48,149,0
2026-01-21,8,1,455,517,115,857,0
2026-01-21,8,2,390,0,150,240,0
2026-01-21,8,3,643,0,92,551,0
2026-01-21,8,4,866,0,107,759,0
2026-01-21,8,5,471,0,126,345,0
2026-01-21,9,1,0,0,0,0,1
2026-01-21,9,2,900,0,166,734,0
2026-01-21,9,3,740,0,131,609,0
2026-01-21,9,4,719,0,134,585,0
2026-01-21,9,5,0,942,0,942,1
2026-01-21,10,1,474,0,90,384,0
2026-01-21,10,2,0,0,0,0,1
2026-01-21,10,3,522,0,72,450,0
2026-01-21,10,4,0,395,0,395,1
2026-01-21,10,5,450,0,92,358,0
2026-01-21,11,1,107,445,106,446,0
2026-01-21,11,2,324,0,108,216,0
2026-01-21,11,3,0,378,0,378,1
2026-01-21,11,4,572,0,85,487,0
2026-01-21,11,5,0,451,0,451,1
2026-01-21,12,1,253,480,106,627,0
2026-01-21,12,2,0,0,0,0,1
2026-01-21,12,3,859,0,83,776,0
2026-01-21,12,4,636,0,94,542,0
2026-01-21,12,5,649,0,97,552,0
2026-01-21,13,1,347,0,85,262,0
2026-01-21,13,2,253,769,117,905,0
2026-01-21,13,3,251,411,81,581,0
2026-01-21,13,4,0,0,0,0,1
2026-01-21,13,5,109,0,95,14,0
2026-01-21,14,1,846,0,199,647,0
2026-01-21,14,2,1389,0,211,1178,0
2026-01-21,14,3,604,850,172,1282,0
2026-01-21,14,4,383,717,196,904,0
2026-01-21,14,5,1242,0,183,1059,0
2026-01-21,15,1,767,0,122,645,0
2026-01-21,15,2,770,0,134,636,0
2026-01-21,15,3,533,0,96,437,0
2026-01-21,15,4,689,0,105,584,0
2026-01-21,15,5,614,0,117,497,0
2026-01-21,16,1,342,0,62,280,0
2026-01-21,16,2,171,457,72,556,0
2026-01-21,16,3,235,0,38,197,0
2026-01-21,16,4,28,344,28,344,1
2026-01-21,16,5,384,0,64,320,0
2026-01-21,17,1,0,323,0,323,1
2026-01-21,17,2,257,306,93,470,0
2026-01-21,17,3,297,0,45,252,0
2026-01-21,17,4,0,0,0,0,1
2026-01-21,17,5,275,0,50,225,0
2026-01-21,18,1,953,0,150,803,0
2026-01-21,18,2,843,0,204,639,0
2026-01-21,18,3,488,853,193,1148,0
2026-01-21,18,4,1041,0,147,894,0
2026-01-21,18,5,1047,0,247,800,0
2026-01-21,19,1,1159,0,168,991,0
2026-01-21,19,2,390,985,226,1149,0
2026-01-21,19,3,593,0,138,455,0
2026-01-21,19,4,0,837,0,837,1
2026-01-21,19,5,880,0,145,735,0
2026-01-21,20,1,583,0,87,496,0
2026-01-21,20,2,175,0,134,41,0
2026-01-21,20,3,0,0,0,0,1
2026-01-21,20,4,279,357,102,534,0
2026-01-21,20,5,364,0,79,285,0
2026-01-21,21,1,674,779,155,1298,0
2026-01-21,21,2,635,1141,195,1581,0
2026-01-21,21,3,843,0,138,705,0
2026-01-21,21,4,343,0,159,184,0
2026-01-21,21,5,1277,0,160,1117,0
2026-01-21,22,1,217,0,47,170,0
2026-01-21,22,2,131,0,45,86,0
2026-01-21,22,3,129,186,44,271,0
2026-01-21,22,4,153,0,41,112,0
2026-01-21,22,5,347,0,42,305,0
2026-01-21,23,1,442,0,105,337,0
2026-01-21,23,2,361,0,159,202,0
2026-01-21,23,3,769,0,94,675,0
2026-01-21,23,4,491,514,109,896,0
2026-01-21,23,5,900,0,114,786,0
2026-01-21,24,1,0,0,0,0,1
2026-01-21,24,2,419,0,150,269,0
2026-01-21,24,3,309,578,84,803,0
2026-01-21,24,4,622,0,81,541,0
2026-01-21,24,5,735,0,103,632,0
2026-01-21,25,1,322,0,152,170,0
2026-01-21,25,2,169,1004,169,1004,1
2026-01-21,25,3,1024,0,113,911,0
2026-01-21,25,4,582,0,133,449,0
2026-01-21,25,5,412,0,162,250,0
2026-01-22,1,1,640,848,158,1330,0
2026-01-22,1,2,1289,0,183,1106,0
2026-01-22,1,3,1083,0,120,963,0
2026-01-22,1,4,327,0,119,208,0
2026-01-22,1,5,844,0,149,695,0
2026-01-22,2,1,0,562,0,562,1
2026-01-22,2,2,745,0,135,610,0
2026-01-22,2,3,339,0,85,254,0
2026-01-22,2,4,524,0,88,436,0
2026-01-22,2,5,659,0,92,567,0
2026-01-22,3,1,950,0,150,800,0
2026-01-22,3,2,811,0,209,602,0
2026-01-22,3,3,637,0,119,518,0
2026-01-22,3,4,504,0,136,368,0
2026-01-22,3,5,234,0,142,92,0
2026-01-22,4,1,911,0,161,750,0
2026-01-22,4,2,620,0,196,424,0
2026-01-22,4,3,823,0,136,687,0
2026-01-22,4,4,461,878,132,1207,0
2026-01-22,4,5,1267,0,149,1118,0
2026-01-22,5,1,362,0,60,302,0
2026-01-22,5,2,265,0,72,193,0
2026-01-22,5,3,418,0,64,354,0
2026-01-22,5,4,468,0,87,381,0
2026-01-22,5,5,0,0,0,0,1
2026-01-22,6,1,818,0,189,629,0
2026-01-22,6,2,1470,0,228,1242,0
2026-01-22,6,3,865,0,152,713,0
2026-01-22,6,4,637,0,140,497,0
2026-01-22,6,5,411,0,200,211,0
2026-01-22,7,1,0,0,0,0,1
2026-01-22,7,2,195,0,66,129,0
2026-01-22,7,3,195,0,43,152,0
2026-01-22,7,4,119,0,63,56,0
2026-01-22,7,5,149,280,42,387,0
2026-01-22,8,1,857,0,125,732,0
2026-01-22,8,2,240,0,198,42,0
2026-01-22,8,3,551,0,95,456,0
2026-01-22,8,4,759,0,131,628,0
2026-01-22,8,5,345,0,113,232,0
2026-01-22,9,1,0,591,0,591,1
2026-01-22,9,2,734,0,168,566,0
2026-01-22,9,3,609,0,110,499,0
2026-01-22,9,4,585,0,122,463,0
2026-01-22,9,5,942,0,147,795,0
2026-01-22,10,1,384,487,87,784,0
2026-01-22,10,2,0,0,0,0,1
2026-01-22,10,3,450,0,86,364,0
2026-01-22,10,4,395,0,85,310,0
2026-01-22,10,5,358,0,122,236,0
2026-01-22,11,1,446,0,88,358,0
2026-01-22,11,2,216,0,118,98,0
2026-01-22,11,3,378,0,75,303,0
2026-01-22,11,4,487,0,82,405,0
2026-01-22,11,5,451,0,133,318,0
2026-01-22,12,1,627,0,100,527,0
2026-01-22,12,2,0,809,0,809,1
2026-01-22,12,3,776,0,92,684,0
2026-01-22,12,4,542,0,98,444,0
2026-01-22,12,5,552,0,86,466,0
2026-01-22,13,1,262,0,104,158,0
2026-01-22,13,2,905,0,113,792,0
2026-01-22,13,3,581,0,65,516,0
2026-01-22,13,4,0,421,0,421,1
2026-01-22,13,5,14,0,14,0,1
2026-01-22,14,1,647,0,216,431,0
2026-01-22,14,2,1178,0,216,962,0
2026-01-22,14,3,1282,0,151,1131,0
2026-01-22,14,4,904,0,197,707,0
2026-01-22,14,5,1059,0,206,853,0
2026-01-22,15,1,645,0,122,523,0
2026-01-22,15,2,636,0,133,503,0
2026-01-22,15,3,437,0,94,343,0
2026-01-22,15,4,584,0,112,472,0
2026-01-22,15,5,497,0,108,389,0
2026-01-22,16,1,280,0,56,224,0
2026-01-22,16,2,556,0,76,480,0
2026-01-22,16,3,197,0,36,161,0
2026-01-22,16,4,344,0,52,292,0
2026-01-22,16,5,320,0,46,274,0
2026-01-22,17,1,323,0,71,252,0
2026-01-22,17,2,470,0,84,386,0
2026-01-22,17,3,252,0,51,201,0
2026-01-22,17,4,0,374,0,374,1
2026-01-22,17,5,225,333,53,505,0
2026-01-22,18,1,803,0,165,638,0
2026-01-22,18,2,639,0,201,438,0
2026-01-22,18,3,1148,0,137,1011,0
2026-01-22,18,4,894,0,157,737,0
2026-01-22,18,5,800,0,167,633,0
2026-01-22,19,1,991,0,191,800,0
2026-01-22,19,2,1149,0,213,936,0
2026-01-22,19,3,455,626,133,948,0
2026-01-22,19,4,837,0,164,673,0
2026-01-22,19,5,735,0,148,587,0
2026-01-22,20,1,496,0,105,391,0
2026-01-22,20,2,41,0,41,0,1
2026-01-22,20,3,0,316,0,316,1
2026-01-22,20,4,534,0,80,454,0
2026-01-22,20,5,285,0,104,181,0
2026-01-22,21,1,1298,0,168,1130,0
2026-01-22,21,2,1581,0,175,1406,0
2026-01-22,21,3,705,0,146,559,0
2026-01-22,21,4,184,0,151,33,0
2026-01-22,21,5,1117,0,158,959,0
2026-01-22,22,1,170,0,45,125,0
2026-01-22,22,2,86,199,56,229,0
2026-01-22,22,3,271,0,35,236,0
2026-01-22,22,4,112,0,38,74,0
2026-01-22,22,5,305,0,37,268,0
2026-01-22,23,1,337,687,119,905,0
2026-01-22,23,2,202,1000,184,1018,0
2026-01-22,23,3,675,0,105,570,0
2026-01-22,23,4,896,0,114,782,0
2026-01-22,23,5,786,0,119,667,0
2026-01-22,24,1,0,0,0,0,1
2026-01-22,24,2,269,0,141,128,0
2026-01-22,24,3,803,0,87,716,0
2026-01-22,24,4,541,0,93,448,0
2026-01-22,24,5,632,0,110,522,0
2026-01-22,25,1,170,820,141,849,0
2026-01-22,25,2,1004,0,156,848,0
2026-01-22,25,3,911,0,108,803,0
2026-01-22,25,4,449,645,187,907,0
2026-01-22,25,5,250,0,137,113,0
2026-01-23,1,1,1330,0,141,1189,0
2026-01-23,1,2,1106,0,167,939,0
2026-01-23,1,3,963,0,128,835,0
2026-01-23,1,4,208,0,150,58,0
2026-01-23,1,5,695,0,121,574,0
2026-01-23,2,1,562,0,121,441,0
2026-01-23,2,2,610,0,131,479,0
2026-01-23,2,3,254,567,89,732,0
2026-01-23,2,4,436,0,94,342,0
2026-01-23,2,5,567,0,108,459,0
2026-01-23,3,1,800,0,164,636,0
2026-01-23,3,2,602,932,178,1356,0
2026-01-23,3,3,518,0,118,400,0
2026-01-23,3,4,368,661,144,885,0
2026-01-23,3,5,92,864,92,864,1
2026-01-23,4,1,750,0,142,608,0
2026-01-23,4,2,424,1217,195,1446,0
2026-01-23,4,3,687,0,136,551,0
2026-01-23,4,4,1207,0,144,1063,0
2026-01-23,4,5,1118,0,155,963,0
2026-01-23,5,1,302,0,61,241,0
2026-01-23,5,2,193,0,84,109,0
2026-01-23,5,3,354,0,50,304,0
2026-01-23,5,4,381,0,74,307,0
2026-01-23,5,5,0,426,0,426,1
2026-01-23,6,1,629,1124,188,1565,0
2026-01-23,6,2,1242,0,199,1043,0
2026-01-23,6,3,713,0,165,548,0
2026-01-23,6,4,497,782,168,1111,0
2026-01-23,6,5,211,0,166,45,0
2026-01-23,7,1,0,217,0,217,1
2026-01-23,7,2,129,0,54,75,0
2026-01-23,7,3,152,0,37,115,0
2026-01-23,7,4,56,0,56,0,1
2026-01-23,7,5,387,0,53,334,0
2026-01-23,8,1,732,0,124,608,0
2026-01-23,8,2,42,653,42,653,1
2026-01-23,8,3,456,466,104,818,0
2026-01-23,8,4,628,0,124,504,0
2026-01-23,8,5,232,0,116,116,0
2026-01-23,9,1,591,0,145,446,0
2026-01-23,9,2,566,0,176,390,0
2026-01-23,9,3,499,0,119,380,0
2026-01-23,9,4,463,0,130,333,0
2026-01-23,9,5,795,0,168,627,0
2026-01-23,10,1,784,0,100,684,0
2026-01-23,10,2,0,607,0,607,1
2026-01-23,10,3,364,0,74,290,0
2026-01-23,10,4,310,393,77,626,0
2026-01-23,10,5,236,374,78,532,0
2026-01-23,11,1,358,0,110,248,0
2026-01-23,11,2,98,0,98,0,1
2026-01-23,11,3,303,0,73,230,0
2026-01-23,11,4,405,0,136,269,0
2026-01-23,11,5,318,0,98,220,0
2026-01-23,12,1,527,0,116,411,0
2026-01-23,12,2,809,0,135,674,0
2026-01-23,12,3,684,0,92,592,0
2026-01-23,12,4,444,0,88,356,0
2026-01-23,12,5,466,0,132,334,0
2026-01-23,13,1,158,645,96,707,0
2026-01-23,13,2,792,0,116,676,0
2026-01-23,13,3,516,0,79,437,0
2026-01-23,13,4,421,0,82,339,0
2026-01-23,13,5,0,0,0,0,1
2026-01-23,14,1,431,1215,187,1459,0
2026-01-23,14,2,962,0,225,737,0
2026-01-23,14,3,1131,0,144,987,0
2026-01-23,14,4,707,805,151,1361,0
2026-01-23,14,5,853,0,171,682,0
2026-01-23,15,1,523,0,110,413,0
2026-01-23,15,2,503,0,165,338,0
2026-01-23,15,3,343,482,86,739,0
2026-01-23,15,4,472,0,93,379,0
2026-01-23,15,5,389,713,112,990,0
2026-01-23,16,1,224,0,64,160,0
2026-01-23,16,2,480,0,70,410,0
2026-01-23,16,3,161,271,44,388,0
2026-01-23,16,4,292,0,44,248,0
2026-01-23,16,5,274,0,44,230,0
2026-01-23,17,1,252,0,74,178,0
2026-01-23,17,2,386,0,74,312,0
2026-01-23,17,3,201,0,52,149,0
2026-01-23,17,4,374,0,57,317,0
2026-01-23,17,5,505,0,59,446,0
2026-01-23,18,1,638,0,172,466,0
2026-01-23,18,2,438,1234,194,1478,0
2026-01-23,18,3,1011,0,128,883,0
2026-01-23,18,4,737,0,177,560,0
2026-01-23,18,5,633,0,148,485,0
2026-01-23,19,1,800,0,241,559,0
2026-01-23,19,2,936,0,184,752,0
2026-01-23,19,3,948,0,125,823,0
2026-01-23,19,4,673,0,144,529,0
2026-01-23,19,5,587,966,181,1372,0
2026-01-23,20,1,391,0,149,242,0
2026-01-23,20,2,0,696,0,696,1
2026-01-23,20,3,316,0,83,233,0
2026-01-23,20,4,454,0,125,329,0
2026-01-23,20,5,181,620,98,703,0
2026-01-23,21,1,1130,0,166,964,0
2026-01-23,21,2,1406,0,193,1213,0
2026-01-23,21,3,559,580,137,1002,0
2026-01-23,21,4,33,861,33,861,1
2026-01-23,21,5,959,0,144,815,0
2026-01-23,22,1,125,221,40,306,0
2026-01-23,22,2,229,0,53,176,0
2026-01-23,22,3,236,0,25,211,0
2026-01-23,22,4,74,203,33,244,0
2026-01-23,22,5,268,0,27,241,0
2026-01-23,23,1,905,0,117,788,0
2026-01-23,23,2,1018,0,156,862,0
2026-01-23,23,3,570,0,113,457,0
2026-01-23,23,4,782,0,112,670,0
2026-01-23,23,5,667,0,106,561,0
2026-01-23,24,1,0,0,0,0,1
2026-01-23,24,2,128,0,122,6,0
2026-01-23,24,3,716,0,89,627,0
2026-01-23,24,4,448,0,121,327,0
2026-01-23,24,5,522,0,97,425,0
2026-01-23,25,1,849,0,133,716,0
2026-01-23,25,2,848,0,170,678,0
2026-01-23,25,3,803,0,101,702,0
2026-01-23,25,4,907,0,102,805,0
2026-01-23,25,5,113,564,113,564,1
2026-01-24,1,1,1189,0,138,1051,0
2026-01-24,1,2,939,0,173,766,0
2026-01-24,1,3,835,0,128,707,0
2026-01-24,1,4,58,0,58,0,1
2026-01-24,1,5,574,0,130,444,0
2026-01-24,2,1,441,0,120,321,0
2026-01-24,2,2,479,0,136,343,0
2026-01-24,2,3,732,0,98,634,0
2026-01-24,2,4,342,485,121,706,0
2026-01-24,2,5,459,0,105,354,0
2026-01-24,3,1,636,899,136,1399,0
2026-01-24,3,2,1356,0,174,1182,0
2026-01-24,3,3,400,728,126,1002,0
2026-01-24,3,4,885,0,169,716,0
2026-01-24,3,5,864,0,130,734,0
2026-01-24,4,1,608,0,158,450,0
2026-01-24,4,2,1446,0,175,1271,0
2026-01-24,4,3,551,650,136,1065,0
2026-01-24,4,4,1063,0,179,884,0
2026-01-24,4,5,963,0,120,843,0
2026-01-24,5,1,241,276,57,460,0
2026-01-24,5,2,109,448,89,468,0
2026-01-24,5,3,304,0,67,237,0
2026-01-24,5,4,307,0,64,243,0
2026-01-24,5,5,426,0,62,364,0
2026-01-24,6,1,1565,0,159,1406,0
2026-01-24,6,2,1043,0,212,831,0
2026-01-24,6,3,548,0,156,392,0
2026-01-24,6,4,1111,0,162,949,0
2026-01-24,6,5,45,906,45,906,1
2026-01-24,7,1,217,0,57,160,0
2026-01-24,7,2,75,416,67,424,0
2026-01-24,7,3,115,238,49,304,0
2026-01-24,7,4,0,0,0,0,1
2026-01-24,7,5,334,0,43,291,0
2026-01-24,8,1,608,0,138,470,0
2026-01-24,8,2,653,0,160,493,0
2026-01-24,8,3,818,0,109,709,0
2026-01-24,8,4,504,0,100,404,0
2026-01-24,8,5,116,472,108,480,0
2026-01-24,9,1,446,0,158,288,0
2026-01-24,9,2,390,0,171,219,0
2026-01-24,9,3,380,559,115,824,0
2026-01-24,9,4,333,0,126,207,0
2026-01-24,9,5,627,0,173,454,0
2026-01-24,10,1,684,0,92,592,0
2026-01-24,10,2,607,0,127,480,0
2026-01-24,10,3,290,367,73,584,0
2026-01-24,10,4,626,0,82,544,0
2026-01-24,10,5,532,0,102,430,0
2026-01-24,11,1,248,0,99,149,0
2026-01-24,11,2,0,0,0,0,1
2026-01-24,11,3,230,302,70,462,0
2026-01-24,11,4,269,575,76,768,0
2026-01-24,11,5,220,0,92,128,0
2026-01-24,12,1,411,584,111,884,0
2026-01-24,12,2,674,0,127,547,0
2026-01-24,12,3,592,0,93,499,0
2026-01-24,12,4,356,403,99,660,0
2026-01-24,12,5,334,0,120,214,0
2026-01-24,13,1,707,0,79,628,0
2026-01-24,13,2,676,0,159,517,0
2026-01-24,13,3,437,0,60,377,0
2026-01-24,13,4,339,0,80,259,0
2026-01-24,13,5,0,464,0,464,1
2026-01-24,14,1,1459,0,208,1251,0
2026-01-24,14,2,737,0,233,504,0
2026-01-24,14,3,987,0,140,847,0
2026-01-24,14,4,1361,0,155,1206,0
2026-01-24,14,5,682,0,192,490,0
2026-01-24,15,1,413,0,110,303,0
2026-01-24,15,2,338,0,132,206,0
2026-01-24,15,3,739,0,86,653,0
2026-01-24,15,4,379,0,82,297,0
2026-01-24,15,5,990,0,108,882,0
2026-01-24,16,1,160,0,54,106,0
2026-01-24,16,2,410,0,77,333,0
2026-01-24,16,3,388,0,41,347,0
2026-01-24,16,4,248,258,64,442,0
2026-01-24,16,5,230,0,55,175,0
2026-01-24,17,1,178,262,53,387,0
2026-01-24,17,2,312,0,79,233,0
2026-01-24,17,3,149,0,52,97,0
2026-01-24,17,4,317,0,48,269,0
2026-01-24,17,5,446,0,56,390,0
2026-01-24,18,1,466,0,164,302,0
2026-01-24,18,2,1478,0,194,1284,0
2026-01-24,18,3,883,0,131,752,0
2026-01-24,18,4,560,0,154,406,0
2026-01-24,18,5,485,0,162,323,0
2026-01-24,19,1,559,0,149,410,0
2026-01-24,19,2,752,0,190,562,0
2026-01-24,19,3,823,0,134,689,0
2026-01-24,19,4,529,864,157,1236,0
2026-01-24,19,5,1372,0,158,1214,0
2026-01-24,20,1,242,0,97,145,0
2026-01-24,20,2,696,0,124,572,0
2026-01-24,20,3,233,0,80,153,0
2026-01-24,20,4,329,422,121,630,0
2026-01-24,20,5,703,0,116,587,0
2026-01-24,21,1,964,0,162,802,0
2026-01-24,21,2,1213,0,214,999,0
2026-01-24,21,3,1002,0,137,865,0
2026-01-24,21,4,861,0,159,702,0
2026-01-24,21,5,815,0,151,664,0
2026-01-24,22,1,306,0,40,266,0
2026-01-24,22,2,176,0,45,131,0
2026-01-24,22,3,211,0,24,187,0
2026-01-24,22,4,244,0,25,219,0
2026-01-24,22,5,241,0,40,201,0
2026-01-24,23,1,788,0,121,667,0
2026-01-24,23,2,862,0,143,719,0
2026-01-24,23,3,457,406,104,759,0
2026-01-24,23,4,670,0,113,557,0
2026-01-24,23,5,561,0,109,452,0
2026-01-24,24,1,0,0,0,0,1
2026-01-24,24,2,6,0,6,0,1
2026-01-24,24,3,627,0,92,535,0
2026-01-24,24,4,327,427,94,660,0
2026-01-24,24,5,425,0,100,325,0
2026-01-24,25,1,716,0,125,591,0
2026-01-24,25,2,678,0,175,503,0
2026-01-24,25,3,702,0,110,592,0
2026-01-24,25,4,805,0,126,679,0
2026-01-24,25,5,564,0,113,451,0
2026-01-25,1,1,1051,0,138,913,0
2026-01-25,1,2,766,0,236,530,0
2026-01-25,1,3,707,0,148,559,0
2026-01-25,1,4,0,0,0,0,1
2026-01-25,1,5,444,0,129,315,0
2026-01-25,2,1,321,0,112,209,0
2026-01-25,2,2,343,596,137,802,0
2026-01-25,2,3,634,0,95,539,0
2026-01-25,2,4,706,0,105,601,0
2026-01-25,2,5,354,0,106,248,0
2026-01-25,3,1,1399,0,154,1245,0
2026-01-25,3,2,1182,0,184,998,0
2026-01-25,3,3,1002,0,116,886,0
2026-01-25,3,4,716,0,151,565,0
2026-01-25,3,5,734,0,153,581,0
2026-01-25,4,1,450,666,158,958,0
2026-01-25,4,2,1271,0,177,1094,0
2026-01-25,4,3,1065,0,121,944,0
2026-01-25,4,4,884,0,222,662,0
2026-01-25,4,5,843,0,172,671,0
2026-01-25,5,1,460,0,68,392,0
2026-01-25,5,2,468,0,87,381,0
2026-01-25,5,3,237,346,39,544,0
2026-01-25,5,4,243,0,54,189,0
2026-01-25,5,5,364,0,67,297,0
2026-01-25,6,1,1406,0,199,1207,0
2026-01-25,6,2,831,0,215,616,0
2026-01-25,6,3,392,0,140,252,0
2026-01-25,6,4,949,0,221,728,0
2026-01-25,6,5,906,0,147,759,0
2026-01-25,7,1,160,261,61,360,0
2026-01-25,7,2,424,0,70,354,0
2026-01-25,7,3,304,0,35,269,0
2026-01-25,7,4,0,234,0,234,1
2026-01-25,7,5,291,0,66,225,0
2026-01-25,8,1,470,0,125,345,0
2026-01-25,8,2,493,0,155,338,0
2026-01-25,8,3,709,0,117,592,0
2026-01-25,8,4,404,0,125,279,0
2026-01-25,8,5,480,0,119,361,0
2026-01-25,9,1,288,891,159,1020,0
2026-01-25,9,2,219,0,187,32,0
2026-01-25,9,3,824,0,107,717,0
2026-01-25,9,4,207,797,140,864,0
2026-01-25,9,5,454,619,144,929,0
2026-01-25,10,1,592,0,98,494,0
2026-01-25,10,2,480,0,113,367,0
2026-01-25,10,3,584,0,75,509,0
2026-01-25,10,4,544,0,96,448,0
2026-01-25,10,5,430,0,78,352,0
2026-01-25,11,1,149,434,95,488,0
2026-01-25,11,2,0,0,0,0,1
2026-01-25,11,3,462,0,73,389,0
2026-01-25,11,4,768,0,106,662,0
2026-01-25,11,5,128,579,83,624,0
2026-01-25,12,1,884,0,113,771,0
2026-01-25,12,2,547,0,122,425,0
2026-01-25,12,3,499,0,77,422,0
2026-01-25,12,4,660,0,94,566,0
2026-01-25,12,5,214,658,126,746,0
2026-01-25,13,1,628,0,100,528,0
2026-01-25,13,2,517,0,104,413,0
2026-01-25,13,3,377,0,92,285,0
2026-01-25,13,4,259,432,110,581,0
2026-01-25,13,5,464,0,108,356,0
2026-01-25,14,1,1251,0,183,1068,0
2026-01-25,14,2,504,1210,234,1480,0
2026-01-25,14,3,847,0,144,703,0
2026-01-25,14,4,1206,0,159,1047,0
2026-01-25,14,5,490,0,184,306,0
2026-01-25,15,1,303,0,131,172,0
2026-01-25,15,2,206,0,137,69,0
2026-01-25,15,3,653,0,91,562,0
2026-01-25,15,4,297,651,100,848,0
2026-01-25,15,5,882,0,103,779,0
2026-01-25,16,1,106,295,64,337,0
2026-01-25,16,2,333,0,56,277,0
2026-01-25,16,3,347,0,52,295,0
2026-01-25,16,4,442,0,43,399,0
2026-01-25,16,5,175,0,66,109,0
2026-01-25,17,1,387,0,70,317,0
2026-01-25,17,2,233,353,60,526,0
2026-01-25,17,3,97,214,49,262,0
2026-01-25,17,4,269,0,67,202,0
2026-01-25,17,5,390,0,59,331,0
2026-01-25,18,1,302,659,176,785,0
2026-01-25,18,2,1284,0,201,1083,0
2026-01-25,18,3,752,0,125,627,0
2026-01-25,18,4,406,761,150,1017,0
2026-01-25,18,5,323,0,171,152,0
2026-01-25,19,1,410,1090,186,1314,0
2026-01-25,19,2,562,0,206,356,0
2026-01-25,19,3,689,0,155,534,0
2026-01-25,19,4,1236,0,166,1070,0
2026-01-25,19,5,1214,0,160,1054,0
2026-01-25,20,1,145,603,118,630,0
2026-01-25,20,2,572,0,147,425,0
2026-01-25,20,3,153,0,95,58,0
2026-01-25,20,4,630,0,76,554,0
2026-01-25,20,5,587,0,85,502,0
2026-01-25,21,1,802,0,144,658,0
2026-01-25,21,2,999,0,188,811,0
2026-01-25,21,3,865,0,148,717,0
2026-01-25,21,4,702,0,178,524,0
2026-01-25,21,5,664,0,152,512,0
2026-01-25,22,1,266,0,51,215,0
2026-01-25,22,2,131,195,45,281,0
2026-01-25,22,3,187,0,35,152,0
2026-01-25,22,4,219,0,34,185,0
2026-01-25,22,5,201,0,30,171,0
2026-01-25,23,1,667,0,135,532,0
2026-01-25,23,2,719,0,151,568,0
2026-01-25,23,3,759,0,97,662,0
2026-01-25,23,4,557,0,125,432,0
2026-01-25,23,5,452,0,134,318,0
2026-01-25,24,1,0,0,0,0,1
2026-01-25,24,2,0,698,0,698,1
2026-01-25,24,3,535,0,103,432,0
2026-01-25,24,4,660,0,119,541,0
2026-01-25,24,5,325,697,123,899,0
2026-01-25,25,1,591,0,152,439,0
2026-01-25,25,2,503,0,171,332,0
2026-01-25,25,3,592,0,112,480,0
