batch_id,drug_id,location_id,quantity,expiry_date,inventory_value
698,8,3,113,2026-02-25,30277.22
699,15,4,632,2026-05-02,47539.04
700,7,1,495,2027-04-23,42881.85
701,9,1,523,2026-11-06,129149.62
702,16,4,80,2026-02-03,6922.4
703,4,2,542,2027-02-16,30725.98
704,1,2,260,2026-02-07,65449.8
705,7,5,734,2026-02-09,63586.42
706,2,2,230,2026-06-19,52580.3
707,11,2,449,2027-01-24,34474.22
708,25,4,283,2026-04-15,62220.38
709,10,3,383,2026-10-16,110196.76
710,25,3,199,2026-01-31,43752.14
711,14,2,780,2026-02-10,101306.4
712,20,1,302,2026-04-05,67681.22
713,8,1,373,2026-02-20,99941.62
714,16,3,224,2026-05-31,19382.72
715,8,5,766,2026-09-01,205242.04
716,21,2,714,2027-05-26,55956.18
717,16,1,328,2026-04-01,28381.84
718,4,4,887,2027-01-15,50284.03
719,18,1,825,2026-06-12,92672.25
720,23,5,453,2027-03-11,114962.34
721,25,4,233,2027-04-04,51227.38
722,17,3,179,2026-07-06,26853.58
723,15,4,445,2027-05-24,33472.9
724,9,4,262,2026-09-28,64698.28
725,12,5,97,2026-03-21,6266.2
726,22,2,814,2027-04-17,178086.92
727,4,3,341,2026-10-03,19331.29
728,7,1,798,2026-12-02,69130.74
729,4,3,333,2027-01-10,18877.77
730,14,3,103,2027-02-06,13377.64
731,7,3,622,2027-04-27,53883.86
732,23,5,845,2027-01-04,214444.1
733,25,4,202,2026-12-12,44411.72
734,23,5,541,2026-12-15,137294.98
735,23,3,367,2026-10-03,93137.26
736,6,4,311,2026-09-20,82872.17
737,13,3,138,2027-01-09,33522.96
738,21,4,874,2027-06-12,68495.38
739,6,3,875,2027-06-01,233161.25
740,4,3,587,2026-12-19,33277.03
741,7,4,347,2026-11-11,30060.61
742,11,3,581,2026-10-30,44609.18
743,15,1,856,2027-01-31,64388.32
744,22,3,893,2027-02-16,195370.54
745,5,5,496,2026-08-15,64470.08
746,17,1,618,2026-07-09,92712.36
747,25,4,394,2026-08-17,86624.84
748,11,5,546,2026-06-20,41921.88
749,10,3,633,2027-02-18,182126.76
750,4,2,857,2027-06-20,48583.33
751,10,2,158,2026-05-11,45459.76
752,9,3,821,2026-07-28,202737.74
753,18,1,646,2026-08-30,72565.18
754,18,3,248,2026-12-30,27857.84
755,6,2,754,2027-05-25,200918.38
756,24,4,233,2027-02-28,14031.26
757,11,5,835,2026-07-07,64111.3
758,11,1,417,2026-03-15,32017.26
759,8,5,643,2026-10-14,172285.42
760,15,2,320,2026-12-21,24070.4
761,11,3,608,2027-06-19,46682.24
762,12,2,754,2026-12-23,48708.4
763,19,5,512,2026-07-13,133652.48
764,6,4,841,2027-04-02,224101.27
765,18,4,837,2026-09-10,94020.21
766,15,2,470,2026-11-04,35353.4
767,5,4,477,2027-05-06,62000.46
768,19,2,171,2026-04-26,44637.84
769,19,3,670,2026-05-31,174896.8
770,12,5,151,2026-05-09,9754.6
771,5,3,448,2026-06-07,58231.04
772,22,5,777,2027-05-29,169992.06
773,25,3,176,2026-05-24,38695.36
774,19,3,877,2026-12-27,228932.08
775,18,2,531,2026-10-09,59647.23
776,12,3,479,2026-09-12,30943.4
777,7,3,827,2026-04-07,71643.01
778,25,4,459,2027-04-05,100915.74
779,25,4,225,2026-07-11,49468.5
780,25,1,610,2026-11-22,134114.6
781,11,4,721,2026-11-11,55358.38
782,20,3,276,2026-05-18,61854.36
783,7,1,223,2027-02-25,19318.49
784,2,3,879,2026-12-21,200948.19
785,20,4,367,2026-05-23,82248.37
786,21,2,289,2026-05-05,22648.93
787,12,3,574,2026-09-14,37080.4
788,1,2,698,2027-01-14,175707.54
789,19,5,427,2026-11-22,111464.08
790,6,2,569,2026-10-11,151621.43
791,22,4,880,2026-09-23,192526.4
792,1,1,317,2026-02-13,79798.41
793,9,5,765,2027-06-13,188909.1
794,18,2,825,2026-11-16,92672.25
795,22,5,513,2026-07-27,112234.14
796,20,3,247,2026-11-22,55355.17
797,10,1,121,2027-03-22,34814.12
798,18,4,517,2026-05-16,58074.61
799,24,3,455,2027-05-26,27400.1
800,15,5,528,2026-06-26,39716.16
801,4,5,147,2026-12-24,8333.43
802,16,4,189,2027-01-31,16354.17
803,6,4,117,2026-12-11,31176.99
804,18,1,559,2026-07-26,62792.47
805,23,3,458,2026-03-16,116231.24
806,5,4,124,2026-10-10,16117.52
807,21,3,519,2027-05-16,40674.03
808,14,1,645,2026-04-14,83772.6
809,8,4,892,2027-04-18,239002.48
810,4,1,516,2026-10-15,29252.04
811,5,1,449,2026-03-01,58361.02
812,25,2,675,2026-12-07,148405.5
813,4,5,120,2027-01-16,6802.8
814,3,2,476,2026-07-17,148816.64
815,16,1,513,2026-07-28,44389.89
816,10,2,635,2027-02-20,182702.2
817,25,3,693,2026-08-15,152362.98
818,16,5,818,2026-08-17,70781.54
819,5,3,241,2027-01-02,31325.18
820,23,5,702,2027-06-20,178153.56
821,14,2,769,2027-05-06,99877.72
822,13,5,752,2027-01-15,182675.84
823,20,5,799,2026-06-23,179063.89
824,17,3,698,2026-04-15,104713.96
825,25,1,512,2026-03-11,112568.32
826,9,5,877,2026-10-23,216566.38
827,12,3,723,2027-01-07,46705.8
828,17,5,849,2026-10-29,127366.98
829,8,1,83,2027-05-10,22239.02
830,10,3,385,2027-04-26,110772.2
831,6,5,413,2026-08-19,110052.11
832,14,4,842,2026-08-11,109358.96
833,19,1,805,2026-12-22,210137.2
834,11,4,448,2026-11-11,34397.44
835,23,5,672,2027-02-26,170540.16
836,20,4,459,2027-03-24,102866.49
837,22,3,314,2026-05-05,68696.92
838,13,5,514,2026-07-27,124860.88
839,23,5,306,2026-03-16,77656.68
840,21,2,852,2026-08-02,66771.24
841,14,2,743,2026-05-18,96500.84
842,20,3,296,2027-04-12,66336.56
843,7,5,697,2026-12-27,60381.11
844,21,4,195,2027-04-06,15282.15
845,1,2,786,2026-09-17,197859.78
846,5,4,795,2026-09-10,103334.1
847,10,5,493,2026-08-31,141845.96
848,22,5,795,2026-06-20,173930.1
849,19,3,624,2027-04-03,162888.96
850,12,2,262,2026-07-18,16925.2
851,13,5,245,2026-06-18,59515.4
852,13,1,480,2026-02-07,116601.6
853,20,2,145,2027-05-19,32495.95
854,18,5,192,2027-06-01,21567.36
855,25,5,498,2027-06-08,109490.28
856,19,3,534,2026-08-10,139395.36
857,22,3,700,2026-12-12,153146.0
858,10,3,813,2026-10-28,233916.36
859,9,3,746,2026-09-06,184217.24
860,7,5,275,2026-09-22,23823.25
861,1,4,406,2026-08-12,102202.38
862,6,2,800,2027-06-02,213176.0
863,7,4,669,2026-07-11,57955.47
864,16,1,254,2027-06-13,21978.62
865,24,3,343,2026-04-23,20655.46
866,25,2,505,2026-06-28,111029.3
867,13,3,730,2026-05-22,177331.6
868,15,5,614,2027-01-12,46185.08
869,21,3,93,2026-04-19,7288.41
870,23,5,336,2026-02-26,85270.08
871,14,1,569,2027-04-23,73901.72
872,15,2,811,2027-04-06,61003.42
873,23,1,293,2027-02-28,74357.54
874,10,2,294,2026-07-08,84589.68
875,23,1,873,2026-10-23,221549.94
876,13,5,852,2027-04-29,206967.84
877,23,3,107,2027-06-07,27154.46
878,3,1,789,2027-05-20,246672.96
879,4,3,806,2027-05-14,45692.14
880,20,5,831,2026-10-02,186235.41
881,2,4,233,2026-12-28,53266.13
882,4,5,346,2026-03-14,19614.74
883,23,3,250,2027-04-11,63445.0
884,10,3,801,2026-11-01,230463.72
885,23,1,887,2026-11-04,225102.86
886,21,5,262,2026-10-15,20532.94
887,6,3,530,2027-06-12,141229.1
888,4,5,737,2027-06-07,41780.53
889,7,5,68,2027-01-26,5890.84
890,18,1,891,2026-11-28,100086.03
891,6,2,406,2026-04-11,108186.82
892,19,5,400,2027-06-16,104416.0
893,11,1,65,2026-06-29,4990.7
894,5,3,93,2027-06-05,12088.14
895,6,4,751,2026-05-19,200118.97
896,14,3,158,2026-07-15,20521.04
897,11,3,407,2027-03-30,31249.46
898,17,2,142,2026-12-04,21302.84
899,25,3,709,2026-09-12,155880.74
